index	bet_type	win_umaban	return
663	ワイド	['2', '16']	540
664	馬単	['4', '2']	2510
665	三連複	['2', '4', '16']	3260
666	三連単	['4', '2', '16']	21390
667	単勝	['14']	540
668	複勝	['14']	180
668	複勝	['12']	150
668	複勝	['15']	590
670	馬連	['12', '14']	1160
671	ワイド	['12', '14']	400
671	ワイド	['14', '15']	1970
671	ワイド	['12', '15']	2570
672	馬単	['14', '12']	2300
673	三連複	['12', '14', '15']	10250
674	三連単	['14', '12', '15']	55130
675	単勝	['2']	2270
676	複勝	['2']	420
676	複勝	['1']	250
676	複勝	['6']	240
677	馬連	['1', '2']	6480
678	ワイド	['1', '2']	1610
678	ワイド	['2', '6']	1660
678	ワイド	['1', '6']	430
679	馬単	['2', '1']	12990
680	三連複	['1', '2', '6']	10600
681	三連単	['2', '1', '6']	80030
682	単勝	['6']	600
683	複勝	['6']	160
683	複勝	['2']	130
683	複勝	['3']	110
685	馬連	['2', '6']	1320
686	ワイド	['2', '6']	360
686	ワイド	['3', '6']	230
686	ワイド	['2', '3']	180
687	馬単	['6', '2']	3200
688	三連複	['2', '3', '6']	450
689	三連単	['6', '2', '3']	6380
690	単勝	['9']	270
691	複勝	['9']	130
691	複勝	['5']	140
691	複勝	['2']	240
693	馬連	['5', '9']	500
694	ワイド	['5', '9']	210
694	ワイド	['2', '9']	550
694	ワイド	['2', '5']	660
695	馬単	['9', '5']	910
696	三連複	['2', '5', '9']	1510
697	三連単	['9', '5', '2']	4590
698	単勝	['2']	190
699	複勝	['2']	110
699	複勝	['5']	150
699	複勝	['6']	130
701	馬連	['2', '5']	440
702	ワイド	['2', '5']	180
702	ワイド	['2', '6']	170
702	ワイド	['5', '6']	370
703	馬単	['2', '5']	680
704	三連複	['2', '5', '6']	500
705	三連単	['2', '5', '6']	2000
706	単勝	['5']	380
707	複勝	['5']	140
707	複勝	['13']	250
707	複勝	['8']	180
709	馬連	['5', '13']	2330
710	ワイド	['5', '13']	700
710	ワイド	['5', '8']	370
710	ワイド	['8', '13']	760
711	馬単	['5', '13']	3700
712	三連複	['5', '8', '13']	2230
713	三連単	['5', '13', '8']	17280
714	単勝	['14']	1920
715	複勝	['14']	330
715	複勝	['2']	160
715	複勝	['12']	510
717	馬連	['2', '14']	3090
718	ワイド	['2', '14']	1140
718	ワイド	['12', '14']	4750
718	ワイド	['2', '12']	2060
719	馬単	['14', '2']	8640
720	三連複	['2', '12', '14']	22630
721	三連単	['14', '2', '12']	182020
722	単勝	['4']	1690
723	複勝	['4']	380
723	複勝	['11']	150
723	複勝	['8']	260
725	馬連	['4', '11']	3170
726	ワイド	['4', '11']	1040
726	ワイド	['4', '8']	2490
726	ワイド	['8', '11']	650
727	馬単	['4', '11']	9040
728	三連複	['4', '8', '11']	9060
729	三連単	['4', '11', '8']	61310
730	単勝	['6']	290
731	複勝	['6']	120
731	複勝	['1']	140
731	複勝	['2']	230
733	馬連	['1', '6']	460
734	ワイド	['1', '6']	240
734	ワイド	['2', '6']	560
734	ワイド	['1', '2']	610
735	馬単	['6', '1']	830
736	三連複	['1', '2', '6']	1800
737	三連単	['6', '1', '2']	5740
738	単勝	['3']	1750
739	複勝	['3']	380
739	複勝	['12']	170
739	複勝	['10']	370
741	馬連	['3', '12']	2380
742	ワイド	['3', '12']	790
742	ワイド	['3', '10']	2140
742	ワイド	['10', '12']	840
743	馬単	['3', '12']	6610
744	三連複	['3', '10', '12']	8370
745	三連単	['3', '12', '10']	76120
746	単勝	['4']	1880
747	複勝	['4']	400
747	複勝	['7']	170
747	複勝	['6']	430
749	馬連	['4', '7']	2400
750	ワイド	['4', '7']	840
750	ワイド	['4', '6']	3280
750	ワイド	['6', '7']	1130
751	馬単	['4', '7']	7760
752	三連複	['4', '6', '7']	12970
753	三連単	['4', '7', '6']	110810
754	単勝	['11']	240
755	複勝	['11']	120
755	複勝	['6']	130
755	複勝	['14']	2270
757	馬連	['6', '11']	370
758	ワイド	['6', '11']	210
758	ワイド	['11', '14']	6010
758	ワイド	['6', '14']	3720
759	馬単	['11', '6']	700
760	三連複	['6', '11', '14']	18490
761	三連単	['11', '6', '14']	68350
762	単勝	['13']	440
763	複勝	['13']	200
763	複勝	['5']	370
763	複勝	['4']	1260
765	馬連	['5', '13']	3670
766	ワイド	['5', '13']	1320
766	ワイド	['4', '13']	3330
766	ワイド	['4', '5']	6250
767	馬単	['13', '5']	5130
768	三連複	['4', '5', '13']	31710
769	三連単	['13', '5', '4']	145880
770	単勝	['8']	2050
771	複勝	['8']	390
771	複勝	['16']	260
771	複勝	['3']	430
773	馬連	['8', '16']	10180
774	ワイド	['8', '16']	2570
774	ワイド	['3', '8']	3810
774	ワイド	['3', '16']	1430
775	馬単	['8', '16']	27450
776	三連複	['3', '8', '16']	35120
777	三連単	['8', '16', '3']	316740
778	単勝	['8']	1090
779	複勝	['8']	240
779	複勝	['5']	170
779	複勝	['10']	150
781	馬連	['5', '8']	3000
782	ワイド	['5', '8']	1020
782	ワイド	['8', '10']	480
782	ワイド	['5', '10']	350
783	馬単	['8', '5']	6820
784	三連複	['5', '8', '10']	2070
785	三連単	['8', '5', '10']	23080
786	単勝	['15']	1160
787	複勝	['15']	310
787	複勝	['6']	230
787	複勝	['1']	530
789	馬連	['6', '15']	3080
790	ワイド	['6', '15']	1120
790	ワイド	['1', '15']	4050
790	ワイド	['1', '6']	1720
791	馬単	['15', '6']	6880
792	三連複	['1', '6', '15']	22530
793	三連単	['15', '6', '1']	130870
794	単勝	['3']	1800
795	複勝	['3']	330
795	複勝	['16']	120
795	複勝	['8']	540
797	馬連	['3', '16']	1580
798	ワイド	['3', '16']	650
798	ワイド	['3', '8']	3460
798	ワイド	['8', '16']	840
799	馬単	['3', '16']	5440
800	三連複	['3', '8', '16']	7990
801	三連単	['3', '16', '8']	78310
802	単勝	['6']	340
803	複勝	['6']	170
803	複勝	['17']	880
803	複勝	['1']	530
805	馬連	['6', '17']	7820
806	ワイド	['6', '17']	2910
806	ワイド	['1', '6']	1470
806	ワイド	['1', '17']	8780
807	馬単	['6', '17']	11380
808	三連複	['1', '6', '17']	49100
809	三連単	['6', '17', '1']	208300
810	単勝	['6']	330
811	複勝	['6']	140
811	複勝	['5']	210
811	複勝	['12']	160
813	馬連	['5', '6']	1320
814	ワイド	['5', '6']	450
814	ワイド	['6', '12']	350
814	ワイド	['5', '12']	610
815	馬単	['6', '5']	2320
816	三連複	['5', '6', '12']	1860
817	三連単	['6', '5', '12']	10260
818	単勝	['12']	240
819	複勝	['12']	140
819	複勝	['14']	230
819	複勝	['13']	390
821	馬連	['12', '14']	1110
822	ワイド	['12', '14']	480
822	ワイド	['12', '13']	780
822	ワイド	['13', '14']	1790
823	馬単	['12', '14']	1740
824	三連複	['12', '13', '14']	3600
825	三連単	['12', '14', '13']	11610
826	単勝	['8']	170
827	複勝	['8']	110
827	複勝	['1']	160
827	複勝	['6']	1070
828	馬連	['1', '8']	550
829	ワイド	['1', '8']	260
829	ワイド	['6', '8']	2400
829	ワイド	['1', '6']	3380
830	馬単	['8', '1']	730
831	三連複	['1', '6', '8']	6680
832	三連単	['8', '1', '6']	18840
833	単勝	['9']	220
834	複勝	['9']	110
834	複勝	['15']	620
834	複勝	['1']	150
836	馬連	['9', '15']	4970
837	ワイド	['9', '15']	1420
837	ワイド	['1', '9']	190
837	ワイド	['1', '15']	2140
838	馬単	['9', '15']	7600
839	三連複	['1', '9', '15']	4910
840	三連単	['9', '15', '1']	31960
841	単勝	['12']	970
842	複勝	['12']	210
842	複勝	['11']	120
842	複勝	['14']	150
844	馬連	['11', '12']	1130
845	ワイド	['11', '12']	460
845	ワイド	['12', '14']	610
845	ワイド	['11', '14']	260
846	馬単	['12', '11']	2590
847	三連複	['11', '12', '14']	1430
848	三連単	['12', '11', '14']	11590
849	単勝	['5']	380
850	複勝	['5']	160
850	複勝	['8']	240
850	複勝	['3']	330
852	馬連	['5', '8']	1660
853	ワイド	['5', '8']	600
853	ワイド	['3', '5']	870
853	ワイド	['3', '8']	1330
854	馬単	['5', '8']	3220
855	三連複	['3', '5', '8']	6080
856	三連単	['5', '8', '3']	25890
857	単勝	['15']	310
858	複勝	['15']	150
858	複勝	['10']	170
858	複勝	['13']	670
860	馬連	['10', '15']	920
861	ワイド	['10', '15']	400
861	ワイド	['13', '15']	2020
861	ワイド	['10', '13']	2620
862	馬単	['15', '10']	1790
863	三連複	['10', '13', '15']	9080
864	三連単	['15', '10', '13']	33890
865	単勝	['4']	320
866	複勝	['4']	120
866	複勝	['2']	110
866	複勝	['10']	130
868	馬連	['2', '4']	280
869	ワイド	['2', '4']	150
869	ワイド	['4', '10']	300
869	ワイド	['2', '10']	160
870	馬単	['4', '2']	630
871	三連複	['2', '4', '10']	410
872	三連単	['4', '2', '10']	1860
873	単勝	['5']	880
874	複勝	['5']	220
874	複勝	['7']	280
874	複勝	['10']	110
876	馬連	['5', '7']	9420
877	ワイド	['5', '7']	1530
877	ワイド	['5', '10']	320
877	ワイド	['7', '10']	400
878	馬単	['5', '7']	15440
879	三連複	['5', '7', '10']	2190
880	三連単	['5', '7', '10']	30750
881	単勝	['5']	570
882	複勝	['5']	140
882	複勝	['8']	110
882	複勝	['2']	150
883	馬連	['5', '8']	640
884	ワイド	['5', '8']	240
884	ワイド	['2', '5']	520
884	ワイド	['2', '8']	250
885	馬単	['5', '8']	1620
886	三連複	['2', '5', '8']	760
887	三連単	['5', '8', '2']	6410
888	単勝	['9']	330
889	複勝	['9']	140
889	複勝	['8']	480
889	複勝	['3']	110
891	馬連	['8', '9']	5260
892	ワイド	['8', '9']	1280
892	ワイド	['3', '9']	210
892	ワイド	['3', '8']	880
893	馬単	['9', '8']	7340
894	三連複	['3', '8', '9']	2480
895	三連単	['9', '8', '3']	23070
896	単勝	['9']	250
897	複勝	['9']	110
897	複勝	['4']	110
897	複勝	['14']	180
899	馬連	['4', '9']	360
900	ワイド	['4', '9']	170
900	ワイド	['9', '14']	360
900	ワイド	['4', '14']	420
901	馬単	['9', '4']	690
902	三連複	['4', '9', '14']	1030
903	三連単	['9', '4', '14']	3720
904	単勝	['2']	130
905	複勝	['2']	110
905	複勝	['7']	110
905	複勝	['3']	240
907	馬連	['2', '7']	180
908	ワイド	['2', '7']	130
908	ワイド	['2', '3']	400
908	ワイド	['3', '7']	610
909	馬単	['2', '7']	220
910	三連複	['2', '3', '7']	880
911	三連単	['2', '7', '3']	1540
912	単勝	['6']	1770
913	複勝	['6']	390
913	複勝	['9']	190
913	複勝	['16']	580
915	馬連	['6', '9']	3210
916	ワイド	['6', '9']	910
916	ワイド	['6', '16']	3140
916	ワイド	['9', '16']	1650
917	馬単	['6', '9']	8960
918	三連複	['6', '9', '16']	17090
919	三連単	['6', '9', '16']	121820
920	単勝	['13']	840
921	複勝	['13']	220
921	複勝	['4']	160
921	複勝	['16']	200
923	馬連	['4', '13']	1690
924	ワイド	['4', '13']	680
924	ワイド	['13', '16']	900
924	ワイド	['4', '16']	600
925	馬単	['13', '4']	4210
926	三連複	['4', '13', '16']	3540
927	三連単	['13', '4', '16']	20100
928	単勝	['3']	250
929	複勝	['3']	120
929	複勝	['1']	150
929	複勝	['12']	160
931	馬連	['1', '3']	710
932	ワイド	['1', '3']	300
932	ワイド	['3', '12']	320
932	ワイド	['1', '12']	600
933	馬単	['3', '1']	1220
934	三連複	['1', '3', '12']	1380
935	三連単	['3', '1', '12']	4800
936	単勝	['4']	310
937	複勝	['4']	140
937	複勝	['9']	390
937	複勝	['8']	180
939	馬連	['4', '9']	2650
940	ワイド	['4', '9']	720
940	ワイド	['4', '8']	360
940	ワイド	['8', '9']	1220
941	馬単	['4', '9']	4000
942	三連複	['4', '8', '9']	3340
943	三連単	['4', '9', '8']	19010
944	単勝	['1']	210
945	複勝	['1']	110
945	複勝	['6']	110
945	複勝	['7']	150
947	馬連	['1', '6']	270
948	ワイド	['1', '6']	140
948	ワイド	['1', '7']	250
948	ワイド	['6', '7']	230
949	馬単	['1', '6']	510
950	三連複	['1', '6', '7']	420
951	三連単	['1', '6', '7']	1540
952	単勝	['1']	260
953	複勝	['1']	150
953	複勝	['5']	290
953	複勝	['6']	130
955	馬連	['1', '5']	2330
956	ワイド	['1', '5']	950
956	ワイド	['1', '6']	280
956	ワイド	['5', '6']	740
957	馬単	['1', '5']	2460
958	三連複	['1', '5', '6']	2270
959	三連単	['1', '5', '6']	7740
960	単勝	['10']	520
961	複勝	['10']	190
961	複勝	['9']	220
961	複勝	['14']	140
963	馬連	['9', '10']	2420
964	ワイド	['9', '10']	760
964	ワイド	['10', '14']	370
964	ワイド	['9', '14']	510
965	馬単	['10', '9']	4000
966	三連複	['9', '10', '14']	2400
967	三連単	['10', '9', '14']	14440
968	単勝	['16']	260
969	複勝	['16']	110
969	複勝	['12']	110
969	複勝	['5']	320
971	馬連	['12', '16']	350
972	ワイド	['12', '16']	180
972	ワイド	['5', '16']	910
972	ワイド	['5', '12']	800
973	馬単	['16', '12']	730
974	三連複	['5', '12', '16']	1870
975	三連単	['16', '12', '5']	9330
976	単勝	['1']	800
977	複勝	['1']	240
977	複勝	['6']	160
977	複勝	['2']	210
979	馬連	['1', '6']	1870
980	ワイド	['1', '6']	670
980	ワイド	['1', '2']	940
980	ワイド	['2', '6']	460
981	馬単	['1', '6']	4440
982	三連複	['1', '2', '6']	3390
983	三連単	['1', '6', '2']	22240
984	単勝	['2']	1630
985	複勝	['2']	390
985	複勝	['8']	230
985	複勝	['6']	170
987	馬連	['2', '8']	4920
988	ワイド	['2', '8']	1310
988	ワイド	['2', '6']	1480
988	ワイド	['6', '8']	820
989	馬単	['2', '8']	9840
990	三連複	['2', '6', '8']	8890
991	三連単	['2', '8', '6']	78460
992	単勝	['14']	450
993	複勝	['14']	200
993	複勝	['10']	240
993	複勝	['9']	170
995	馬連	['10', '14']	2700
996	ワイド	['10', '14']	1000
996	ワイド	['9', '14']	590
996	ワイド	['9', '10']	770
997	馬単	['14', '10']	4310
998	三連複	['9', '10', '14']	4390
999	三連単	['14', '10', '9']	20670
1000	単勝	['2']	220
1001	複勝	['2']	110
1001	複勝	['6']	200
1001	複勝	['8']	110
1002	馬連	['2', '6']	1810
1003	ワイド	['2', '6']	450
1003	ワイド	['2', '8']	180
1003	ワイド	['6', '8']	380
1004	馬単	['2', '6']	2320
1005	三連複	['2', '6', '8']	980
1006	三連単	['2', '6', '8']	5750
1007	単勝	['8']	410
1008	複勝	['8']	170
1008	複勝	['4']	170
1008	複勝	['9']	480
1010	馬連	['4', '8']	770
1011	ワイド	['4', '8']	320
1011	ワイド	['8', '9']	1680
1011	ワイド	['4', '9']	1350
1012	馬単	['8', '4']	1600
1013	三連複	['4', '8', '9']	4650
1014	三連単	['8', '4', '9']	19260
1015	単勝	['18']	6130
1016	複勝	['18']	1150
1016	複勝	['6']	150
1016	複勝	['10']	130
1018	馬連	['6', '18']	15520
1019	ワイド	['6', '18']	3570
1019	ワイド	['10', '18']	1670
1019	ワイド	['6', '10']	290
1020	馬単	['18', '6']	45010
1021	三連複	['6', '10', '18']	10410
1022	三連単	['18', '6', '10']	156930
1023	単勝	['16']	480
1024	複勝	['16']	160
1024	複勝	['4']	110
1024	複勝	['14']	140
1026	馬連	['4', '16']	760
1027	ワイド	['4', '16']	320
1027	ワイド	['14', '16']	370
1027	ワイド	['4', '14']	240
1028	馬単	['16', '4']	1530
1029	三連複	['4', '14', '16']	750
1030	三連単	['16', '4', '14']	3610
1031	単勝	['14']	320
1032	複勝	['14']	150
1032	複勝	['12']	190
1032	複勝	['7']	240
1034	馬連	['12', '14']	1220
1035	ワイド	['12', '14']	400
1035	ワイド	['7', '14']	670
1035	ワイド	['7', '12']	1060
1036	馬単	['14', '12']	2170
1037	三連複	['7', '12', '14']	3790
1038	三連単	['14', '12', '7']	16470
1039	単勝	['6']	190
1040	複勝	['6']	110
1040	複勝	['10']	680
1040	複勝	['4']	230
1042	馬連	['6', '10']	4160
1043	ワイド	['6', '10']	1520
1043	ワイド	['4', '6']	380
1043	ワイド	['4', '10']	3180
1044	馬単	['6', '10']	5600
1045	三連複	['4', '6', '10']	6790
1046	三連単	['6', '10', '4']	34060
1047	単勝	['6']	260
1048	複勝	['6']	150
1048	複勝	['15']	740
1048	複勝	['13']	140
1050	馬連	['6', '15']	13290
1051	ワイド	['6', '15']	2940
1051	ワイド	['6', '13']	240
1051	ワイド	['13', '15']	3520
1052	馬単	['6', '15']	15460
1053	三連複	['6', '13', '15']	10140
1054	三連単	['6', '15', '13']	64810
1055	単勝	['14']	340
1056	複勝	['14']	100
1056	複勝	['13']	100
1056	複勝	['12']	130
1058	馬連	['13', '14']	210
1059	ワイド	['13', '14']	130
1059	ワイド	['12', '14']	220
1059	ワイド	['12', '13']	210
1060	馬単	['14', '13']	570
1061	三連複	['12', '13', '14']	310
1062	三連単	['14', '13', '12']	1690
1063	単勝	['1']	540
1064	複勝	['1']	240
1064	複勝	['2']	220
1064	複勝	['6']	530
1066	馬連	['1', '2']	1660
1067	ワイド	['1', '2']	630
1067	ワイド	['1', '6']	1590
1067	ワイド	['2', '6']	1470
1068	馬単	['1', '2']	2970
1069	三連複	['1', '2', '6']	7500
1070	三連単	['1', '2', '6']	32540
1071	単勝	['6']	5490
1072	複勝	['6']	990
1072	複勝	['9']	330
1072	複勝	['13']	150
1074	馬連	['6', '9']	30070
1075	ワイド	['6', '9']	6160
1075	ワイド	['6', '13']	2590
1075	ワイド	['9', '13']	880
1076	馬単	['6', '9']	74890
1077	三連複	['6', '9', '13']	29450
1078	三連単	['6', '9', '13']	415740
1079	単勝	['3']	5340
1080	複勝	['3']	1120
1080	複勝	['6']	530
1080	複勝	['4']	240
1082	馬連	['3', '6']	18500
1083	ワイド	['3', '6']	5160
1083	ワイド	['3', '4']	3230
1083	ワイド	['4', '6']	1590
1084	馬単	['3', '6']	49100
1085	三連複	['3', '4', '6']	44080
1086	三連単	['3', '6', '4']	385460
1087	単勝	['11']	1150
1088	複勝	['11']	300
1088	複勝	['2']	140
1088	複勝	['9']	340
1090	馬連	['2', '11']	2610
1091	ワイド	['2', '11']	890
1091	ワイド	['9', '11']	3010
1091	ワイド	['2', '9']	700
1092	馬単	['11', '2']	5250
1093	三連複	['2', '9', '11']	13500
1094	三連単	['11', '2', '9']	65910
1095	単勝	['5']	190
1096	複勝	['5']	110
1096	複勝	['4']	160
1096	複勝	['1']	110
1098	馬連	['4', '5']	1090
1099	ワイド	['4', '5']	330
1099	ワイド	['1', '5']	130
1099	ワイド	['1', '4']	300
1100	馬単	['5', '4']	1430
1101	三連複	['1', '4', '5']	440
1102	三連単	['5', '4', '1']	3120
1103	単勝	['16']	730
1104	複勝	['16']	210
1104	複勝	['7']	220
1104	複勝	['8']	150
1106	馬連	['7', '16']	3930
1107	ワイド	['7', '16']	1230
1107	ワイド	['8', '16']	630
1107	ワイド	['7', '8']	560
1108	馬単	['16', '7']	6410
1109	三連複	['7', '8', '16']	3460
1110	三連単	['16', '7', '8']	25730
1111	単勝	['5']	180
1112	複勝	['5']	110
1112	複勝	['6']	190
1113	馬連	['5', '6']	530
1114	ワイド	['5', '6']	200
1114	ワイド	['4', '5']	870
1114	ワイド	['4', '6']	1030
1115	馬単	['5', '6']	650
1116	三連複	['4', '5', '6']	2140
1117	三連単	['5', '6', '4']	7940
1118	単勝	['8']	560
1119	複勝	['8']	250
1119	複勝	['5']	170
1119	複勝	['10']	400
1121	馬連	['5', '8']	900
1122	ワイド	['5', '8']	420
1122	ワイド	['8', '10']	1790
1122	ワイド	['5', '10']	1190
1123	馬単	['8', '5']	1520
1124	三連複	['5', '8', '10']	5640
1125	三連単	['8', '5', '10']	25340
1126	単勝	['5']	150
1127	複勝	['5']	110
1127	複勝	['8']	110
1127	複勝	['2']	230
1129	馬連	['5', '8']	190
1130	ワイド	['5', '8']	130
1130	ワイド	['2', '5']	370
1130	ワイド	['2', '8']	440
1131	馬単	['5', '8']	300
1132	三連複	['2', '5', '8']	680
1133	三連単	['5', '8', '2']	1570
1134	単勝	['1']	1780
1135	複勝	['1']	310
1135	複勝	['9']	140
1135	複勝	['8']	150
1137	馬連	['1', '9']	2280
1138	ワイド	['1', '9']	780
1138	ワイド	['1', '8']	930
1138	ワイド	['8', '9']	240
1139	馬単	['1', '9']	7000
1140	三連複	['1', '8', '9']	2200
1141	三連単	['1', '9', '8']	24200
1142	単勝	['3']	380
1143	複勝	['3']	160
1143	複勝	['14']	170
1143	複勝	['6']	880
1145	馬連	['3', '14']	1150
1146	ワイド	['3', '14']	390
1146	ワイド	['3', '6']	2050
1146	ワイド	['6', '14']	3850
1147	馬単	['3', '14']	2290
1148	三連複	['3', '6', '14']	13530
1149	三連単	['3', '14', '6']	48990
1150	単勝	['1']	700
1151	複勝	['1']	250
1151	複勝	['9']	150
1151	複勝	['2']	450
1153	馬連	['1', '9']	1070
1154	ワイド	['1', '9']	470
1154	ワイド	['1', '2']	1770
1154	ワイド	['2', '9']	900
1155	馬単	['1', '9']	2300
1156	三連複	['1', '2', '9']	5470
1157	三連単	['1', '9', '2']	28390
1158	単勝	['1']	770
1159	複勝	['1']	290
1159	複勝	['14']	280
1159	複勝	['3']	440
1161	馬連	['1', '14']	4040
1162	ワイド	['1', '14']	1460
1162	ワイド	['1', '3']	2230
1162	ワイド	['3', '14']	2280
1163	馬単	['1', '14']	8340
1164	三連複	['1', '3', '14']	21910
1165	三連単	['1', '14', '3']	99170
1166	単勝	['11']	650
1167	複勝	['11']	190
1167	複勝	['12']	150
1167	複勝	['2']	260
1169	馬連	['11', '12']	1160
1170	ワイド	['11', '12']	440
1170	ワイド	['2', '11']	920
1170	ワイド	['2', '12']	770
1171	馬単	['11', '12']	2220
1172	三連複	['2', '11', '12']	3320
1173	三連単	['11', '12', '2']	16330
