index	bet_type	win_umaban	return
10820	三連複	['1', '9', '10']	4930
10821	三連単	['9', '10', '1']	26990
10822	単勝	['1']	150
10823	複勝	['1']	110
10823	複勝	['4']	130
10823	複勝	['6']	120
10824	馬連	['1', '4']	530
10825	ワイド	['1', '4']	220
10825	ワイド	['1', '6']	150
10825	ワイド	['4', '6']	360
10826	馬単	['1', '4']	800
10827	三連複	['1', '4', '6']	380
10828	三連単	['1', '4', '6']	1840
10829	単勝	['5']	340
10830	複勝	['5']	110
10830	複勝	['8']	130
10830	複勝	['2']	110
10832	馬連	['5', '8']	1080
10833	ワイド	['5', '8']	250
10833	ワイド	['2', '5']	140
10833	ワイド	['2', '8']	210
10834	馬単	['5', '8']	1900
10835	三連複	['2', '5', '8']	370
10836	三連単	['5', '8', '2']	4170
10837	単勝	['12']	590
10838	複勝	['12']	160
10838	複勝	['13']	120
10838	複勝	['4']	210
10840	馬連	['12', '13']	710
10841	ワイド	['12', '13']	330
10841	ワイド	['4', '12']	770
10841	ワイド	['4', '13']	400
10842	馬単	['12', '13']	1830
10843	三連複	['4', '12', '13']	1990
10844	三連単	['12', '13', '4']	11860
10845	単勝	['1']	140
10846	複勝	['1']	110
10846	複勝	['12']	300
10846	複勝	['2']	210
10848	馬連	['1', '12']	2030
10849	ワイド	['1', '12']	680
10849	ワイド	['1', '2']	390
10849	ワイド	['2', '12']	1930
10850	馬単	['1', '12']	2380
10851	三連複	['1', '2', '12']	4490
10852	三連単	['1', '12', '2']	11780
10853	単勝	['3']	210
10854	複勝	['3']	120
10854	複勝	['10']	270
10854	複勝	['2']	610
10856	馬連	['3', '10']	1890
10857	ワイド	['3', '10']	600
10857	ワイド	['2', '3']	1460
10857	ワイド	['2', '10']	3080
10858	馬単	['3', '10']	2140
10859	三連複	['2', '3', '10']	10140
10860	三連単	['3', '10', '2']	26050
10861	単勝	['14']	180
10862	複勝	['14']	110
10862	複勝	['3']	230
10862	複勝	['5']	160
10864	馬連	['3', '14']	1250
10865	ワイド	['3', '14']	450
10865	ワイド	['5', '14']	240
10865	ワイド	['3', '5']	690
10866	馬単	['14', '3']	1560
10867	三連複	['3', '5', '14']	1690
10868	三連単	['14', '3', '5']	5770
10869	単勝	['1']	880
10870	複勝	['1']	170
10870	複勝	['11']	110
10870	複勝	['10']	130
10872	馬連	['1', '11']	910
10873	ワイド	['1', '11']	360
10873	ワイド	['1', '10']	490
10873	ワイド	['10', '11']	180
10874	馬単	['1', '11']	2970
10875	三連複	['1', '10', '11']	920
10876	三連単	['1', '11', '10']	9260
10877	単勝	['4']	300
10878	複勝	['4']	160
10878	複勝	['14']	1230
10878	複勝	['2']	250
10880	馬連	['4', '14']	9610
10881	ワイド	['4', '14']	2650
10881	ワイド	['2', '4']	410
10881	ワイド	['2', '14']	5740
10882	馬単	['4', '14']	13610
10883	三連複	['2', '4', '14']	17790
10884	三連単	['4', '14', '2']	89770
10885	単勝	['11']	330
10886	複勝	['11']	170
10886	複勝	['16']	500
10886	複勝	['3']	160
10888	馬連	['11', '16']	4640
10889	ワイド	['11', '16']	1420
10889	ワイド	['3', '11']	340
10889	ワイド	['3', '16']	1530
10890	馬単	['11', '16']	7030
10891	三連複	['3', '11', '16']	6000
10892	三連単	['11', '16', '3']	39550
10893	単勝	['14']	370
10894	複勝	['14']	140
10894	複勝	['3']	180
10894	複勝	['5']	150
10896	馬連	['3', '14']	1400
10897	ワイド	['3', '14']	540
10897	ワイド	['5', '14']	410
10897	ワイド	['3', '5']	400
10898	馬単	['14', '3']	2400
10899	三連複	['3', '5', '14']	1570
10900	三連単	['14', '3', '5']	8730
10901	単勝	['1']	190
10902	複勝	['1']	110
10902	複勝	['8']	280
10902	複勝	['9']	110
10904	馬連	['1', '8']	2310
10905	ワイド	['1', '8']	670
10905	ワイド	['1', '9']	170
10905	ワイド	['8', '9']	700
10906	馬単	['1', '8']	2710
10907	三連複	['1', '8', '9']	1520
10908	三連単	['1', '8', '9']	7270
10909	単勝	['1']	180
10910	複勝	['1']	110
10910	複勝	['10']	360
10910	複勝	['11']	180
10912	馬連	['1', '10']	3710
10913	ワイド	['1', '10']	1100
10913	ワイド	['1', '11']	270
10913	ワイド	['10', '11']	2070
10914	馬単	['1', '10']	4920
10915	三連複	['1', '10', '11']	4600
10916	三連単	['1', '10', '11']	23610
10917	単勝	['7']	320
10918	複勝	['7']	140
10918	複勝	['4']	140
10918	複勝	['10']	430
10920	馬連	['4', '7']	420
10921	ワイド	['4', '7']	240
10921	ワイド	['7', '10']	730
10921	ワイド	['4', '10']	870
10922	馬単	['7', '4']	1000
10923	三連複	['4', '7', '10']	2490
10924	三連単	['7', '4', '10']	10580
10925	単勝	['7']	160
10926	複勝	['7']	120
10926	複勝	['5']	220
10927	馬連	['5', '7']	460
10928	ワイド	['5', '7']	170
10928	ワイド	['3', '7']	140
10928	ワイド	['3', '5']	260
10929	馬単	['7', '5']	650
10930	三連複	['3', '5', '7']	360
10931	三連単	['7', '5', '3']	1230
10932	単勝	['2']	440
10933	複勝	['2']	150
10933	複勝	['1']	180
10933	複勝	['9']	140
10935	馬連	['1', '2']	1650
10936	ワイド	['1', '2']	470
10936	ワイド	['2', '9']	320
10936	ワイド	['1', '9']	360
10937	馬単	['2', '1']	3150
10938	三連複	['1', '2', '9']	1450
10939	三連単	['2', '1', '9']	10080
10940	単勝	['12']	350
10941	複勝	['12']	110
10941	複勝	['4']	150
10941	複勝	['7']	110
10943	馬連	['4', '12']	1150
10944	ワイド	['4', '12']	330
10944	ワイド	['7', '12']	150
10944	ワイド	['4', '7']	250
10945	馬単	['12', '4']	1960
10946	三連複	['4', '7', '12']	490
10947	三連単	['12', '4', '7']	4250
10948	単勝	['7']	450
10949	複勝	['7']	150
10949	複勝	['10']	160
10949	複勝	['11']	150
10951	馬連	['7', '10']	1080
10952	ワイド	['7', '10']	380
10952	ワイド	['7', '11']	360
10952	ワイド	['10', '11']	340
10953	馬単	['7', '10']	2210
10954	三連複	['7', '10', '11']	1480
10955	三連単	['7', '10', '11']	7570
10956	単勝	['1']	260
10957	複勝	['1']	120
10957	複勝	['2']	210
10957	複勝	['4']	120
10958	馬連	['1', '2']	1940
10959	ワイド	['1', '2']	440
10959	ワイド	['1', '4']	180
10959	ワイド	['2', '4']	420
10960	馬単	['1', '2']	2700
10961	三連複	['1', '2', '4']	1070
10962	三連単	['1', '2', '4']	7400
10963	単勝	['13']	1260
10964	複勝	['13']	330
10964	複勝	['3']	360
10964	複勝	['1']	310
10966	馬連	['3', '13']	8250
10967	ワイド	['3', '13']	2120
10967	ワイド	['1', '13']	2050
10967	ワイド	['1', '3']	1410
10968	馬単	['13', '3']	17220
10969	三連複	['1', '3', '13']	20780
10970	三連単	['13', '3', '1']	157970
10971	単勝	['10']	350
10972	複勝	['10']	170
10972	複勝	['3']	270
10972	複勝	['15']	520
10974	馬連	['3', '10']	1860
10975	ワイド	['3', '10']	670
10975	ワイド	['10', '15']	1910
10975	ワイド	['3', '15']	2870
10976	馬単	['10', '3']	2880
10977	三連複	['3', '10', '15']	13780
10978	三連単	['10', '3', '15']	47350
10979	単勝	['11']	670
10980	複勝	['11']	160
10980	複勝	['14']	170
10980	複勝	['3']	120
10982	馬連	['11', '14']	1950
10983	ワイド	['11', '14']	620
10983	ワイド	['3', '11']	380
10983	ワイド	['3', '14']	310
10984	馬単	['11', '14']	4230
10985	三連複	['3', '11', '14']	1640
10986	三連単	['11', '14', '3']	15860
10987	単勝	['3']	400
10988	複勝	['3']	140
10988	複勝	['10']	160
10988	複勝	['6']	130
10990	馬連	['3', '10']	1200
10991	ワイド	['3', '10']	420
10991	ワイド	['3', '6']	250
10991	ワイド	['6', '10']	430
10992	馬単	['3', '10']	2330
10993	三連複	['3', '6', '10']	1340
10994	三連単	['3', '10', '6']	7110
10995	単勝	['15']	1380
10996	複勝	['15']	460
10996	複勝	['16']	1730
10996	複勝	['10']	790
10998	馬連	['15', '16']	42080
10999	ワイド	['15', '16']	9040
10999	ワイド	['10', '15']	3000
10999	ワイド	['10', '16']	19440
11000	馬単	['15', '16']	68500
11001	三連複	['10', '15', '16']	183380
11002	三連単	['15', '16', '10']	1218070
11003	単勝	['2']	570
11004	複勝	['2']	170
11004	複勝	['13']	370
11004	複勝	['10']	130
11006	馬連	['2', '13']	7630
11007	ワイド	['2', '13']	1410
11007	ワイド	['2', '10']	340
11007	ワイド	['10', '13']	1070
11008	馬単	['2', '13']	11300
11009	三連複	['2', '10', '13']	4620
11010	三連単	['2', '13', '10']	47650
11011	単勝	['8']	290
11012	複勝	['8']	130
11012	複勝	['3']	390
11012	複勝	['6']	180
11013	馬連	['3', '8']	3400
11014	ワイド	['3', '8']	950
11014	ワイド	['6', '8']	320
11014	ワイド	['3', '6']	1300
11015	馬単	['8', '3']	5000
11016	三連複	['3', '6', '8']	4810
11017	三連単	['8', '3', '6']	26450
11018	単勝	['13']	850
11019	複勝	['13']	210
11019	複勝	['5']	370
11019	複勝	['11']	110
11021	馬連	['5', '13']	9970
11022	ワイド	['5', '13']	2490
11022	ワイド	['11', '13']	370
11022	ワイド	['5', '11']	530
11023	馬単	['13', '5']	13590
11024	三連複	['5', '11', '13']	3940
11025	三連単	['13', '5', '11']	49320
11026	単勝	['15']	510
11027	複勝	['15']	160
11027	複勝	['3']	170
11027	複勝	['9']	120
11029	馬連	['3', '15']	2080
11030	ワイド	['3', '15']	650
11030	ワイド	['9', '15']	300
11030	ワイド	['3', '9']	310
11031	馬単	['15', '3']	3790
11032	三連複	['3', '9', '15']	1380
11033	三連単	['15', '3', '9']	11380
11034	単勝	['10']	1590
11035	複勝	['10']	490
11035	複勝	['1']	2180
11035	複勝	['12']	220
11037	馬連	['1', '10']	52980
11038	ワイド	['1', '10']	10190
11038	ワイド	['10', '12']	840
11038	ワイド	['1', '12']	4770
11039	馬単	['10', '1']	122320
11040	三連複	['1', '10', '12']	45650
11041	三連単	['10', '1', '12']	523780
11042	単勝	['6']	390
11043	複勝	['6']	170
11043	複勝	['3']	200
11043	複勝	['5']	960
11045	馬連	['3', '6']	750
11046	ワイド	['3', '6']	240
11046	ワイド	['5', '6']	3560
11046	ワイド	['3', '5']	3750
11047	馬単	['6', '3']	1350
11048	三連複	['3', '5', '6']	10270
11049	三連単	['6', '3', '5']	40310
11050	単勝	['12']	330
11051	複勝	['12']	170
11051	複勝	['3']	480
11051	複勝	['5']	350
11053	馬連	['3', '12']	5060
11054	ワイド	['3', '12']	1840
11054	ワイド	['5', '12']	1310
11054	ワイド	['3', '5']	2680
11055	馬単	['12', '3']	7440
11056	三連複	['3', '5', '12']	17430
11057	三連単	['12', '3', '5']	82760
11058	単勝	['7']	170
11059	複勝	['7']	110
11059	複勝	['9']	150
11059	複勝	['1']	120
11061	馬連	['7', '9']	590
11062	ワイド	['7', '9']	220
11062	ワイド	['1', '7']	130
11062	ワイド	['1', '9']	430
11063	馬単	['7', '9']	790
11064	三連複	['1', '7', '9']	500
11065	三連単	['7', '9', '1']	2440
11066	単勝	['9']	320
11067	複勝	['9']	130
11067	複勝	['8']	150
11067	複勝	['3']	570
11069	馬連	['8', '9']	560
11070	ワイド	['8', '9']	310
11070	ワイド	['3', '9']	1280
11070	ワイド	['3', '8']	2260
11071	馬単	['9', '8']	1360
11072	三連複	['3', '8', '9']	6140
11073	三連単	['9', '8', '3']	19640
11074	単勝	['14']	370
11075	複勝	['14']	180
11075	複勝	['1']	280
11075	複勝	['8']	180
11077	馬連	['1', '14']	4000
11078	ワイド	['1', '14']	1610
11078	ワイド	['8', '14']	580
11078	ワイド	['1', '8']	2220
11079	馬単	['14', '1']	6550
11080	三連複	['1', '8', '14']	8490
11081	三連単	['14', '1', '8']	39050
11082	単勝	['10']	520
11083	複勝	['10']	210
11083	複勝	['13']	490
11083	複勝	['12']	450
11085	馬連	['10', '13']	8620
11086	ワイド	['10', '13']	1830
11086	ワイド	['10', '12']	1060
11086	ワイド	['12', '13']	4150
11087	馬単	['10', '13']	12760
11088	三連複	['10', '12', '13']	25340
11089	三連単	['10', '13', '12']	144820
11090	単勝	['15']	450
11091	複勝	['15']	140
11091	複勝	['16']	110
11091	複勝	['11']	190
11093	馬連	['15', '16']	330
11094	ワイド	['15', '16']	190
11094	ワイド	['11', '15']	540
11094	ワイド	['11', '16']	380
11095	馬単	['15', '16']	860
11096	三連複	['11', '15', '16']	1030
11097	三連単	['15', '16', '11']	5470
11098	単勝	['15']	330
11099	複勝	['15']	150
11099	複勝	['10']	160
11099	複勝	['1']	230
11101	馬連	['10', '15']	770
11102	ワイド	['10', '15']	380
11102	ワイド	['1', '15']	780
11102	ワイド	['1', '10']	840
11103	馬単	['15', '10']	1490
11104	三連複	['1', '10', '15']	2760
11105	三連単	['15', '10', '1']	7720
11106	単勝	['5']	240
11107	複勝	['5']	140
11107	複勝	['18']	170
11107	複勝	['15']	200
11109	馬連	['5', '18']	930
11110	ワイド	['5', '18']	380
11110	ワイド	['5', '15']	430
11110	ワイド	['15', '18']	530
11111	馬単	['5', '18']	1450
11112	三連複	['5', '15', '18']	2390
11113	三連単	['5', '18', '15']	6940
11114	単勝	['3']	140
11115	複勝	['3']	110
11115	複勝	['4']	140
11115	複勝	['10']	300
11117	馬連	['3', '4']	410
11118	ワイド	['3', '4']	200
11118	ワイド	['3', '10']	440
11118	ワイド	['4', '10']	740
11119	馬単	['3', '4']	500
11120	三連複	['3', '4', '10']	1200
11121	三連単	['3', '4', '10']	2920
11122	単勝	['7']	240
11123	複勝	['7']	120
11123	複勝	['16']	130
11123	複勝	['8']	130
11125	馬連	['7', '16']	610
11126	ワイド	['7', '16']	280
11126	ワイド	['7', '8']	270
11126	ワイド	['8', '16']	280
11127	馬単	['7', '16']	1100
11128	三連複	['7', '8', '16']	820
11129	三連単	['7', '16', '8']	3100
11130	単勝	['5']	700
11131	複勝	['5']	230
11131	複勝	['11']	680
11131	複勝	['16']	1450
11133	馬連	['5', '11']	8670
11134	ワイド	['5', '11']	2700
11134	ワイド	['5', '16']	5020
11134	ワイド	['11', '16']	12220
11135	馬単	['5', '11']	17520
11136	三連複	['5', '11', '16']	103090
11137	三連単	['5', '11', '16']	531440
11138	単勝	['4']	400
11139	複勝	['4']	150
11139	複勝	['16']	160
11139	複勝	['3']	470
11141	馬連	['4', '16']	780
11142	ワイド	['4', '16']	350
11142	ワイド	['3', '4']	1510
11142	ワイド	['3', '16']	1170
11143	馬単	['4', '16']	1590
11144	三連複	['3', '4', '16']	7040
11145	三連単	['4', '16', '3']	31930
11146	単勝	['8']	430
11147	複勝	['8']	190
11147	複勝	['13']	700
11147	複勝	['2']	390
11149	馬連	['8', '13']	8650
11150	ワイド	['8', '13']	2390
11150	ワイド	['2', '8']	990
11150	ワイド	['2', '13']	7690
11151	馬単	['8', '13']	14710
11152	三連複	['2', '8', '13']	29670
11153	三連単	['8', '13', '2']	156240
11154	単勝	['14']	730
11155	複勝	['14']	220
11155	複勝	['5']	290
11155	複勝	['6']	180
11157	馬連	['5', '14']	5940
11158	ワイド	['5', '14']	1810
11158	ワイド	['6', '14']	660
11158	ワイド	['5', '6']	780
11159	馬単	['14', '5']	12120
11160	三連複	['5', '6', '14']	7230
11161	三連単	['14', '5', '6']	65520
11162	単勝	['5']	210
11163	複勝	['5']	120
11163	複勝	['1']	330
11163	複勝	['2']	180
11165	馬連	['1', '5']	2140
11166	ワイド	['1', '5']	710
11166	ワイド	['2', '5']	370
11166	ワイド	['1', '2']	1060
11167	馬単	['5', '1']	2570
11168	三連複	['1', '2', '5']	4000
11169	三連単	['5', '1', '2']	14460
11170	単勝	['1']	500
11171	複勝	['1']	580
11171	複勝	['3']	1050
11172	馬連	['1', '3']	2140
11173	ワイド	['1', '3']	360
11173	ワイド	['1', '7']	130
11173	ワイド	['3', '7']	190
11174	馬単	['1', '3']	4280
11175	三連複	['1', '3', '7']	470
11176	三連単	['1', '3', '7']	7820
11177	単勝	['9']	440
11178	複勝	['9']	190
11178	複勝	['7']	370
11178	複勝	['3']	590
11180	馬連	['7', '9']	2640
11181	ワイド	['7', '9']	980
11181	ワイド	['3', '9']	1680
11181	ワイド	['3', '7']	3060
11182	馬単	['9', '7']	4780
11183	三連複	['3', '7', '9']	16210
11184	三連単	['9', '7', '3']	83960
11185	単勝	['5']	4660
11186	複勝	['5']	700
11186	複勝	['15']	120
11186	複勝	['13']	380
11188	馬連	['5', '15']	6860
11189	ワイド	['5', '15']	1380
11189	ワイド	['5', '13']	8000
11189	ワイド	['13', '15']	660
11190	馬単	['5', '15']	21490
11191	三連複	['5', '13', '15']	21250
11192	三連単	['5', '15', '13']	229910
11193	単勝	['7']	2480
11194	複勝	['7']	420
11194	複勝	['6']	190
11194	複勝	['2']	150
11196	馬連	['6', '7']	4480
11197	ワイド	['6', '7']	1180
11197	ワイド	['2', '7']	1140
11197	ワイド	['2', '6']	460
11198	馬単	['7', '6']	10740
11199	三連複	['2', '6', '7']	5570
11200	三連単	['7', '6', '2']	47430
11201	単勝	['8']	420
11202	複勝	['8']	150
11202	複勝	['11']	200
11202	複勝	['10']	170
11204	馬連	['8', '11']	1070
11205	ワイド	['8', '11']	430
11205	ワイド	['8', '10']	470
11205	ワイド	['10', '11']	510
11206	馬単	['8', '11']	2320
11207	三連複	['8', '10', '11']	1890
11208	三連単	['8', '11', '10']	10720
11209	単勝	['14']	190
11210	複勝	['14']	110
11210	複勝	['10']	140
11210	複勝	['12']	960
11212	馬連	['10', '14']	360
11213	ワイド	['10', '14']	220
11213	ワイド	['12', '14']	1710
11213	ワイド	['10', '12']	2460
11214	馬単	['14', '10']	540
11215	三連複	['10', '12', '14']	4690
11216	三連単	['14', '10', '12']	11610
11217	単勝	['11']	1400
11218	複勝	['11']	230
11218	複勝	['2']	140
11218	複勝	['14']	140
11220	馬連	['2', '11']	3000
11221	ワイド	['2', '11']	810
11221	ワイド	['11', '14']	610
11221	ワイド	['2', '14']	460
11222	馬単	['11', '2']	6570
11223	三連複	['2', '11', '14']	2620
11224	三連単	['11', '2', '14']	40750
11225	単勝	['10']	980
11226	複勝	['10']	280
11226	複勝	['14']	560
11226	複勝	['5']	170
11228	馬連	['10', '14']	8830
11229	ワイド	['10', '14']	2710
11229	ワイド	['5', '10']	910
11229	ワイド	['5', '14']	1610
11230	馬単	['10', '14']	14500
11231	三連複	['5', '10', '14']	13870
11232	三連単	['10', '14', '5']	120310
11233	単勝	['12']	280
11234	複勝	['12']	140
11234	複勝	['3']	160
11234	複勝	['13']	500
11236	馬連	['3', '12']	950
11237	ワイド	['3', '12']	430
11237	ワイド	['12', '13']	1160
11237	ワイド	['3', '13']	1700
11238	馬単	['12', '3']	1460
11239	三連複	['3', '12', '13']	7530
11240	三連単	['12', '3', '13']	25770
11241	単勝	['13']	300
11242	複勝	['13']	140
11242	複勝	['7']	390
11242	複勝	['1']	210
11244	馬連	['7', '13']	3540
11245	ワイド	['7', '13']	1230
11245	ワイド	['1', '13']	600
11245	ワイド	['1', '7']	1800
11246	馬単	['13', '7']	4940
11247	三連複	['1', '7', '13']	6880
11248	三連単	['13', '7', '1']	29440
11249	単勝	['8']	310
11250	複勝	['8']	140
11250	複勝	['1']	140
11250	複勝	['2']	130
11252	馬連	['1', '8']	830
11253	ワイド	['1', '8']	310
11253	ワイド	['2', '8']	360
11253	ワイド	['1', '2']	340
11254	馬単	['8', '1']	1450
11255	三連複	['1', '2', '8']	1220
11256	三連単	['8', '1', '2']	5520
11257	単勝	['12']	190
11258	複勝	['12']	110
11258	複勝	['6']	120
11258	複勝	['10']	600
11260	馬連	['6', '12']	240
11261	ワイド	['6', '12']	170
11261	ワイド	['10', '12']	1250
11261	ワイド	['6', '10']	1960
11262	馬単	['12', '6']	340
11263	三連複	['6', '10', '12']	2870
11264	三連単	['12', '6', '10']	6030
11265	単勝	['7']	120
11266	複勝	['7']	100
11266	複勝	['1']	200
11266	複勝	['5']	110
11268	馬連	['1', '7']	790
11269	ワイド	['1', '7']	290
11269	ワイド	['5', '7']	120
11269	ワイド	['1', '5']	620
11270	馬単	['7', '1']	940
11271	三連複	['1', '5', '7']	640
11272	三連単	['7', '1', '5']	2840
11273	単勝	['13']	460
11274	複勝	['13']	180
11274	複勝	['3']	690
11274	複勝	['14']	140
11276	馬連	['3', '13']	14140
11277	ワイド	['3', '13']	3360
11277	ワイド	['13', '14']	300
11277	ワイド	['3', '14']	2380
11278	馬単	['13', '3']	25250
11279	三連複	['3', '13', '14']	10050
11280	三連単	['13', '3', '14']	82690
11281	単勝	['13']	510
11282	複勝	['13']	160
11282	複勝	['1']	120
11282	複勝	['7']	180
11284	馬連	['1', '13']	530
11285	ワイド	['1', '13']	270
11285	ワイド	['7', '13']	670
11285	ワイド	['1', '7']	310
11286	馬単	['13', '1']	1320
11287	三連複	['1', '7', '13']	1260
11288	三連単	['13', '1', '7']	8080
11289	単勝	['15']	1140
11290	複勝	['15']	200
11290	複勝	['11']	110
11290	複勝	['12']	160
11292	馬連	['11', '15']	780
11293	ワイド	['11', '15']	330
11293	ワイド	['12', '15']	640
11293	ワイド	['11', '12']	260
11294	馬単	['15', '11']	2520
11295	三連複	['11', '12', '15']	1280
11296	三連単	['15', '11', '12']	10510
11297	単勝	['7']	1070
11298	複勝	['7']	240
11298	複勝	['5']	290
11298	複勝	['3']	140
11300	馬連	['5', '7']	6600
11301	ワイド	['5', '7']	1920
11301	ワイド	['3', '7']	470
11301	ワイド	['3', '5']	630
11302	馬単	['7', '5']	13010
11303	三連複	['3', '5', '7']	4040
11304	三連単	['7', '5', '3']	40050
11305	単勝	['13']	170
11306	複勝	['13']	110
11306	複勝	['7']	160
11306	複勝	['1']	370
11308	馬連	['7', '13']	620
11309	ワイド	['7', '13']	300
11309	ワイド	['1', '13']	670
11309	ワイド	['1', '7']	1710
11310	馬単	['13', '7']	790
11311	三連複	['1', '7', '13']	3310
11312	三連単	['13', '7', '1']	7570
11313	単勝	['11']	360
11314	複勝	['11']	190
11314	複勝	['6']	1800
11314	複勝	['14']	370
11316	馬連	['6', '11']	22070
11317	ワイド	['6', '11']	5740
11317	ワイド	['11', '14']	1110
11317	ワイド	['6', '14']	16530
11318	馬単	['11', '6']	33610
11319	三連複	['6', '11', '14']	87730
11320	三連単	['11', '6', '14']	519400
11321	単勝	['5']	1670
11322	複勝	['5']	460
11322	複勝	['8']	330
11322	複勝	['1']	250
11324	馬連	['5', '8']	10600
11325	ワイド	['5', '8']	2900
11325	ワイド	['1', '5']	1220
11325	ワイド	['1', '8']	800
11326	馬単	['5', '8']	18820
11327	三連複	['1', '5', '8']	16920
11328	三連単	['5', '8', '1']	115020
11329	単勝	['14']	2600
11330	複勝	['14']	550
11330	複勝	['3']	1800
11330	複勝	['7']	2320
11332	馬連	['3', '14']	66770
11333	ワイド	['3', '14']	14510
11333	ワイド	['7', '14']	12010
11333	ワイド	['3', '7']	30400
11334	馬単	['14', '3']	149040
11335	三連複	['3', '7', '14']	662280
11336	三連単	['14', '3', '7']	4841650
11337	単勝	['13']	500
11338	複勝	['13']	190
11338	複勝	['10']	320
11338	複勝	['8']	160
11340	馬連	['10', '13']	4420
11341	ワイド	['10', '13']	1370
11341	ワイド	['8', '13']	470
11341	ワイド	['8', '10']	1230
11342	馬単	['13', '10']	6300
11343	三連複	['8', '10', '13']	5410
11344	三連単	['13', '10', '8']	32060
11345	単勝	['15']	510
11346	複勝	['15']	200
11346	複勝	['11']	740
11346	複勝	['1']	210
11348	馬連	['11', '15']	13220
11349	ワイド	['11', '15']	3360
11349	ワイド	['1', '15']	710
11349	ワイド	['1', '11']	2150
11350	馬単	['15', '11']	19030
11351	三連複	['1', '11', '15']	16550
11352	三連単	['15', '11', '1']	128700
11353	単勝	['4']	580
11354	複勝	['4']	210
11354	複勝	['6']	150
11354	複勝	['8']	200
11356	馬連	['4', '6']	1140
11357	ワイド	['4', '6']	390
11357	ワイド	['4', '8']	750
11357	ワイド	['6', '8']	430
11358	馬単	['4', '6']	2280
11359	三連複	['4', '6', '8']	2340
11360	三連単	['4', '6', '8']	11700
11361	単勝	['10']	240
11362	複勝	['10']	130
11362	複勝	['11']	250
11362	複勝	['13']	130
11364	馬連	['10', '11']	1860
11365	ワイド	['10', '11']	630
11365	ワイド	['10', '13']	200
11365	ワイド	['11', '13']	620
11366	馬単	['10', '11']	2400
11367	三連複	['10', '11', '13']	1450
11368	三連単	['10', '11', '13']	8390
11369	単勝	['5']	1640
11370	複勝	['5']	440
11370	複勝	['4']	180
11370	複勝	['2']	1080
11371	馬連	['4', '5']	2890
11372	ワイド	['4', '5']	1110
11372	ワイド	['2', '5']	2860
11372	ワイド	['2', '4']	3480
11373	馬単	['5', '4']	8060
11374	三連複	['2', '4', '5']	24940
11375	三連単	['5', '4', '2']	156360
11376	単勝	['11']	520
11377	複勝	['11']	220
11377	複勝	['15']	200
11377	複勝	['18']	480
11379	馬連	['11', '15']	1700
11380	ワイド	['11', '15']	660
11380	ワイド	['11', '18']	1530
11380	ワイド	['15', '18']	1390
11381	馬単	['11', '15']	2950
11382	三連複	['11', '15', '18']	7740
11383	三連単	['11', '15', '18']	32850
11384	単勝	['3']	460
11385	複勝	['3']	180
11385	複勝	['2']	260
11385	複勝	['14']	480
11387	馬連	['2', '3']	1440
11388	ワイド	['2', '3']	530
11388	ワイド	['3', '14']	2060
11388	ワイド	['2', '14']	2330
11389	馬単	['3', '2']	2950
11390	三連複	['2', '3', '14']	11400
11391	三連単	['3', '2', '14']	49770
11392	単勝	['10']	2520
11393	複勝	['10']	620
11393	複勝	['3']	220
11393	複勝	['7']	830
11395	馬連	['3', '10']	7290
11396	ワイド	['3', '10']	2460
11396	ワイド	['7', '10']	6120
11396	ワイド	['3', '7']	1830
11397	馬単	['10', '3']	16530
11398	三連複	['3', '7', '10']	38220
11399	三連単	['10', '3', '7']	364500
11400	単勝	['5']	500
11401	複勝	['5']	180
11401	複勝	['8']	160
11401	複勝	['1']	400
11403	馬連	['5', '8']	1000
11404	ワイド	['5', '8']	450
11404	ワイド	['1', '5']	1060
11404	ワイド	['1', '8']	1150
11405	馬単	['5', '8']	2050
11406	三連複	['1', '5', '8']	5750
11407	三連単	['5', '8', '1']	23250
11408	単勝	['2']	870
11409	複勝	['2']	220
11409	複勝	['4']	650
11409	複勝	['8']	110
11411	馬連	['2', '4']	11020
11412	ワイド	['2', '4']	2790
11412	ワイド	['2', '8']	340
11412	ワイド	['4', '8']	1510
11413	馬単	['2', '4']	20580
11414	三連複	['2', '4', '8']	6030
11415	三連単	['2', '4', '8']	58040
11416	単勝	['11']	960
11417	複勝	['11']	200
11417	複勝	['14']	370
11417	複勝	['3']	110
11419	馬連	['11', '14']	8950
11420	ワイド	['11', '14']	1740
11420	ワイド	['3', '11']	320
11420	ワイド	['3', '14']	840
11421	馬単	['11', '14']	16130
11422	三連複	['3', '11', '14']	4080
11423	三連単	['11', '14', '3']	50070
11424	単勝	['12']	650
11425	複勝	['12']	240
11425	複勝	['11']	510
11425	複勝	['5']	1370
11427	馬連	['11', '12']	4850
11428	ワイド	['11', '12']	2130
11428	ワイド	['5', '12']	5370
11428	ワイド	['5', '11']	11880
11429	馬単	['12', '11']	8450
11430	三連複	['5', '11', '12']	68180
11431	三連単	['12', '11', '5']	300690
11432	単勝	['11']	420
11433	複勝	['11']	190
11433	複勝	['12']	310
11433	複勝	['16']	260
11435	馬連	['11', '12']	2930
11436	ワイド	['11', '12']	940
11436	ワイド	['11', '16']	710
11436	ワイド	['12', '16']	1190
11437	馬単	['11', '12']	4960
11438	三連複	['11', '12', '16']	6230
11439	三連単	['11', '12', '16']	29480
11440	単勝	['7']	480
11441	複勝	['7']	190
11441	複勝	['15']	170
11441	複勝	['17']	210
11443	馬連	['7', '15']	1170
11444	ワイド	['7', '15']	460
