	race_id	0	1	2	3
1	202407040305	馬単	7 → 1	3910	9
2	202407040305	三連複	1 - 4 - 7	2400	3
3	202407040305	三連単	7 → 1 → 4	16430	23
0	202407040311	単勝	8	520	3
1	202407040311	複勝	8 10 2	250 160 380	4 1 6
2	202407040311	枠連	4 - 5	930	3
3	202407040311	馬連	8 - 10	1240	3
0	202407040311	ワイド	8 - 10 2 - 8 2 - 10	570 1,520 1,190	3 15 12
1	202407040311	馬単	8 → 10	2280	5
2	202407040311	三連複	2 - 8 - 10	6060	13
3	202407040311	三連単	8 → 10 → 2	26990	51
0	202403030301	単勝	4	300	2
1	202403030301	複勝	4 1 9	150 590 210	2 6 3
2	202403030301	枠連	1 - 4	3410	10
3	202403030301	馬連	1 - 4	3410	11
0	202403030301	ワイド	1 - 4 4 - 9 1 - 9	1,170 480 1,860	11 5 19
1	202403030301	馬単	4 → 1	4870	16
2	202403030301	三連複	1 - 4 - 9	5750	18
3	202403030301	三連単	4 → 1 → 9	30500	96
0	202403020112	単勝	5	1110	6
1	202403020112	複勝	5 11 10	400 1,290 630	6 12 8
2	202403020112	枠連	3 - 6	2780	12
3	202403020112	馬連	5 - 11	14420	40
0	202403020112	ワイド	5 - 11 5 - 10 10 - 11	4,180 2,710 8,000	43 30 61
1	202403020112	馬単	5 → 11	26930	82
2	202403020112	三連複	5 - 10 - 11	62180	159
3	202403020112	三連単	5 → 11 → 10	360570	889
0	202506010503	単勝	16	710	5
1	202506010503	複勝	16 9 8	240 910 270	5 8 6
2	202506010503	枠連	5 - 8	1470	8
3	202506010503	馬連	9 - 16	11980	25
0	202506010503	ワイド	9 - 16 8 - 16 8 - 9	2,780 1,080 4,620	23 15 32
1	202506010503	馬単	16 → 9	16390	42
2	202506010503	三連複	8 - 9 - 16	29780	67
3	202506010503	三連単	16 → 9 → 8	169770	370
0	202408020506	単勝	12	230	2
1	202408020506	複勝	12 4 1	110 110 120	2 1 3
2	202408020506	枠連	4 - 8	180	1
3	202408020506	馬連	4 - 12	180	1
0	202408020506	ワイド	4 - 12 1 - 12 1 - 4	120 220 220	1 3 2
1	202408020506	馬単	12 → 4	370	2
2	202408020506	三連複	1 - 4 - 12	230	1
3	202408020506	三連単	12 → 4 → 1	840	2
0	202404010710	単勝	3	440	3
1	202404010710	複勝	3 10 6	160 190 360	2 4 7
2	202404010710	枠連	3 - 8	890	4
3	202404010710	馬連	3 - 10	980	3
0	202404010710	ワイド	3 - 10 3 - 6 6 - 10	440 1,100 730	4 17 12
1	202404010710	馬単	3 → 10	2080	6
2	202404010710	三連複	3 - 6 - 10	4120	19
3	202404010710	三連単	3 → 10 → 6	19260	75
0	202402010111	単勝	3	2140	10
1	202402010111	複勝	3 8 5	540 270 400	9 2 6
2	202402010111	枠連	2 - 4	380	1
3	202402010111	馬連	3 - 8	9860	37
0	202402010111	ワイド	3 - 8 3 - 5 5 - 8	3,130 2,800 1,840	42 39 16
1	202402010111	馬単	3 → 8	25770	81
2	202402010111	三連複	3 - 5 - 8	34020	110
3	202402010111	三連単	3 → 8 → 5	262240	722
0	202405010808	単勝	1	180	1
1	202405010808	複勝	1 11 10	110 350 290	1 6 5
2	202405010808	枠連	1 - 8	340	1
3	202405010808	馬連	1 - 11	1250	4
0	202405010808	ワイド	1 - 11 1 - 10 10 - 11	610 440 2,230	5 4 21
1	202405010808	馬単	1 → 11	1760	7
2	202405010808	三連複	1 - 10 - 11	4870	19
3	202405010808	三連単	1 → 11 → 10	16310	50
0	202409010505	単勝	7	1730	6
1	202409010505	複勝	7 12 9	290 130 230	6 1 5
2	202409010505	枠連	4 - 7	1860	7
3	202409010505	馬連	7 - 12	1860	8
0	202409010505	ワイド	7 - 12 7 - 9 9 - 12	510 1,020 410	5 14 3
1	202409010505	馬単	7 → 12	5490	22
2	202409010505	三連複	7 - 9 - 12	3550	11
3	202409010505	三連単	7 → 12 → 9	31980	108
0	202408050208	単勝	11	570	3
1	202408050208	複勝	11 10 1	250 540 250	4 6 5
2	202408050208	枠連	7 - 8	640	2
3	202408050208	馬連	10 - 11	4530	13
0	202408050208	ワイド	10 - 11 1 - 11 1 - 10	1,340 700 1,580	13 10 15
1	202408050208	馬単	11 → 10	6880	24
2	202408050208	三連複	1 - 10 - 11	8960	23
3	202408050208	三連単	11 → 10 → 1	44550	123
0	202409010511	単勝	13	2590	9
1	202409010511	複勝	13 3 7	570 280 370	9 3 5
2	202409010511	枠連	2 - 7	5940	26
3	202409010511	馬連	3 - 13	8940	31
0	202409010511	ワイド	3 - 13 7 - 13 3 - 7	2,620 3,340 1,660	31 38 14
1	202409010511	馬単	13 → 3	22840	75
2	202409010511	三連複	3 - 7 - 13	36480	117
3	202409010511	三連単	13 → 3 → 7	307810	960
0	202405020707	単勝	8	650	3
1	202405020707	複勝	8 1 3	300 200 300	5 2 4
2	202405020707	枠連	1 - 6	2710	10
3	202405020707	馬連	1 - 8	3210	12
0	202405020707	ワイド	1 - 8 3 - 8 1 - 3	1,040 1,190 960	12 13 11
1	202405020707	馬単	8 → 1	7110	24
2	202405020707	三連複	1 - 3 - 8	6880	21
3	202405020707	三連単	8 → 1 → 3	47520	137
0	202402010105	単勝	6	330	1
1	202402010105	複勝	6 7 5	130 150 270	1 2 6
2	202402010105	枠連	6 - 6	790	4
3	202402010105	馬連	6 - 7	780	1
0	202402010105	ワイド	6 - 7 5 - 6 5 - 7	360 650 860	1 9 16
1	202402010105	馬単	6 → 7	1590	1
2	202402010105	三連複	5 - 6 - 7	2480	7
3	202402010105	三連単	6 → 7 → 5	8920	11
0	202403010204	単勝	5	320	2
1	202403010204	複勝	5 11 10	150 120 300	2 1 6
2	202403010204	枠連	4 - 7	230	1
3	202403010204	馬連	5 - 11	500	1
0	202403010204	ワイド	5 - 11 5 - 10 10 - 11	230 920 540	1 11 5
1	202403010204	馬単	5 → 11	920	2
2	202403010204	三連複	5 - 10 - 11	2080	6
3	202403010204	三連単	5 → 11 → 10	7660	17
0	202408010610	単勝	6	190	1
1	202408010610	複勝	6 8 3	140 190 280	1 3 6
2	202408010610	枠連	6 - 7	630	2
3	202408010610	馬連	6 - 8	730	2
0	202408010610	ワイド	6 - 8 3 - 6 3 - 8	340 620 860	2 8 13
1	202408010610	馬単	6 → 8	1090	2
2	202408010610	三連複	3 - 6 - 8	2610	8
3	202408010610	三連単	6 → 8 → 3	6780	15
0	202404020406	単勝	16	220	1
1	202404020406	複勝	16 12 17	140 240 280	1 4 5
2	202404020406	枠連	6 - 8	420	1
3	202404020406	馬連	12 - 16	1530	5
0	202404020406	ワイド	12 - 16 16 - 17 12 - 17	700 560 1,670	5 2 16
1	202404020406	馬単	16 → 12	2110	5
2	202404020406	三連複	12 - 16 - 17	5460	10
3	202404020406	三連単	16 → 12 → 17	20450	36
0	202408010604	単勝	3	550	5
1	202408010604	複勝	3 1	270 250	5 3
2	202408010604	馬連	1 - 3	1230	8
0	202408010604	ワイド	1 - 3 2 - 3 1 - 2	550 450 410	10 9 5
1	202408010604	馬単	3 → 1	2740	18
2	202408010604	三連複	1 - 2 - 3	1490	7
3	202408010604	三連単	3 → 1 → 2	10100	46
0	202404030601	単勝	3	220	2
1	202404030601	複勝	3 1 5	110 110 130	1 2 3
2	202404030601	馬連	1 - 3	200	1
0	202404030601	ワイド	1 - 3 3 - 5 1 - 5	120 250 290	1 4 5
1	202404030601	馬単	3 → 1	430	2
2	202404030601	三連複	1 - 3 - 5	420	2
3	202404030601	三連単	3 → 1 → 5	1280	3
0	202404020412	単勝	8	290	1
1	202404020412	複勝	8 14 5	150 210 680	1 3 12
2	202404020412	枠連	5 - 8	670	2
3	202404020412	馬連	8 - 14	770	2
0	202404020412	ワイド	8 - 14 5 - 8 5 - 14	390 1,500 2,310	3 16 27
1	202404020412	馬単	8 → 14	1500	4
2	202404020412	三連複	5 - 8 - 14	7590	23
3	202404020412	三連単	8 → 14 → 5	25710	66
0	202403010210	単勝	1	3040	11
1	202403010210	複勝	1 10 8	970 930 640	13 12 8
2	202403010210	枠連	1 - 5	5360	22
3	202403010210	馬連	1 - 10	42440	94
0	202403010210	ワイド	1 - 10 1 - 8 8 - 10	9,590 6,160 5,450	90 68 58
1	202403010210	馬単	1 → 10	95530	187
2	202403010210	三連複	1 - 8 - 10	194220	401
3	202403010210	三連単	1 → 10 → 8	1121760	2257
0	202406040212	単勝	14	600	2
1	202406040212	複勝	14 12 6	150 110 190	2 1 4
2	202406040212	枠連	7 - 8	260	1
3	202406040212	馬連	12 - 14	300	1
0	202406040212	ワイド	12 - 14 6 - 14 6 - 12	200 820 290	1 10 3
1	202406040212	馬単	14 → 12	1160	4
2	202406040212	三連複	6 - 12 - 14	1070	2
3	202406040212	三連単	14 → 12 → 6	7870	21
0	202408060308	単勝	3	140	1
1	202408060308	複勝	3 7	110 160	1 3
2	202408060308	馬連	3 - 7	360	2
0	202408060308	ワイド	3 - 7 3 - 5 5 - 7	150 140 220	2 1 3
1	202408060308	馬単	3 → 7	440	2
2	202408060308	三連複	3 - 5 - 7	300	1
3	202408060308	三連単	3 → 7 → 5	860	2
0	202409020405	単勝	6	870	5
1	202409020405	複勝	6 7 9	170 130 120	4 2 1
2	202409020405	枠連	6 - 7	1620	8
3	202409020405	馬連	6 - 7	1460	8
0	202409020405	ワイド	6 - 7 6 - 9 7 - 9	400 340 190	7 4 1
1	202409020405	馬単	6 → 7	3030	17
2	202409020405	三連複	6 - 7 - 9	820	2
3	202409020405	三連単	6 → 7 → 9	6990	22
0	202405020908	単勝	14	480	3
1	202405020908	複勝	14 7 16	200 420 430	2 6 7
2	202405020908	枠連	4 - 7	760	2
3	202405020908	馬連	7 - 14	4300	14
0	202405020908	ワイド	7 - 14 14 - 16 7 - 16	1,290 1,240 3,060	12 11 35
1	202405020908	馬単	14 → 7	7370	27
2	202405020908	三連複	7 - 14 - 16	16820	49
3	202405020908	三連単	14 → 7 → 16	69620	194
0	202405010607	単勝	15	280	1
1	202405010607	複勝	15 4 10	150 610 230	1 10 3
2	202405010607	枠連	3 - 8	1130	4
3	202405010607	馬連	4 - 15	3480	13
0	202405010607	ワイド	4 - 15 10 - 15 4 - 10	1,270 450 2,280	17 1 33
1	202405010607	馬単	15 → 4	4280	15
2	202405010607	三連複	4 - 10 - 15	6140	17
3	202405010607	三連単	15 → 4 → 10	32470	93
0	202409020411	単勝	11	550	2
1	202409020411	複勝	11 2 13	220 250 730	2 4 11
2	202409020411	枠連	1 - 6	1600	10
3	202409020411	馬連	2 - 11	1930	6
0	202409020411	ワイド	2 - 11 11 - 13 2 - 13	900 3,120 3,700	6 43 46
1	202409020411	馬単	11 → 2	3720	11
2	202409020411	三連複	2 - 11 - 13	22720	90
3	202409020411	三連単	11 → 2 → 13	93050	359
0	202407020803	単勝	4	380	2
1	202407020803	複勝	4 5 2	150 180 250	1 4 6
2	202407020803	馬連	4 - 5	940	5
0	202407020803	ワイド	4 - 5 2 - 4 2 - 5	390 650 420	5 11 6
1	202407020803	馬単	4 → 5	1710	7
2	202407020803	三連複	2 - 4 - 5	3200	12
3	202407020803	三連単	4 → 5 → 2	13290	47
0	202406040206	単勝	12	2920	8
1	202406040206	複勝	12 10 3	400 110 340	8 1 7
2	202406040206	枠連	5 - 6	1560	7
3	202406040206	馬連	10 - 12	1790	6
0	202406040206	ワイド	10 - 12 3 - 12 3 - 10	680 3,340 560	7 30 5
1	202406040206	馬単	12 → 10	6390	21
2	202406040206	三連複	3 - 10 - 12	8050	24
3	202406040206	三連単	12 → 10 → 3	87080	233
0	202407040107	単勝	10	850	5
1	202407040107	複勝	10 4 7	300 180 190	6 2 3
2	202407040107	枠連	4 - 7	2020	11
3	202407040107	馬連	4 - 10	3410	12
0	202407040107	ワイド	4 - 10 7 - 10 4 - 7	1,220 940 660	17 10 6
1	202407040107	馬単	10 → 4	6380	23
2	202407040107	三連複	4 - 7 - 10	5950	21
3	202407040107	三連単	10 → 4 → 7	38630	138
0	202403020304	単勝	1	1080	5
1	202403020304	複勝	1 7 2	450 270 400	8 4 7
2	202403020304	枠連	1 - 4	1600	9
3	202403020304	馬連	1 - 7	5030	20
0	202403020304	ワイド	1 - 7 1 - 2 2 - 7	1,930 2,790 2,190	23 32 26
1	202403020304	馬単	1 → 7	9500	40
2	202403020304	三連複	1 - 2 - 7	22360	70
3	202403020304	三連単	1 → 7 → 2	102080	357
0	202404010506	単勝	7	290	1
1	202404010506	複勝	7 4 8	140 210 790	1 3 9
2	202404010506	枠連	3 - 4	1010	3
3	202404010506	馬連	4 - 7	850	3
0	202404010506	ワイド	4 - 7 7 - 8 4 - 8	370 1,500 2,840	2 16 30
1	202404010506	馬単	7 → 4	1430	3
2	202404010506	三連複	4 - 7 - 8	8430	28
3	202404010506	三連単	7 → 4 → 8	28480	83
0	202408030503	単勝	13	700	4
1	202408030503	複勝	13 2 3	220 210 220	3 2 4
2	202408030503	枠連	1 - 7	1310	7
3	202408030503	馬連	2 - 13	2110	8
0	202408030503	ワイド	2 - 13 3 - 13 2 - 3	720 590 600	10 7 8
1	202408030503	馬単	13 → 2	4730	19
2	202408030503	三連複	2 - 3 - 13	3850	15
3	202408030503	三連単	13 → 2 → 3	22990	86
0	202408020710	単勝	16	760	4
1	202408020710	複勝	16 3 2	210 140 130	4 2 1
2	202408020710	枠連	2 - 8	1340	8
3	202408020710	馬連	3 - 16	2180	6
0	202408020710	ワイド	3 - 16 2 - 16 2 - 3	720 510 250	6 3 1
1	202408020710	馬単	16 → 3	3990	12
2	202408020710	三連複	2 - 3 - 16	1860	3
3	202408020710	三連単	16 → 3 → 2	15110	30
0	202404010512	単勝	10	5110	10
1	202404010512	複勝	10 12 7	950 320 2,880	9 4 13
2	202404010512	枠連	6 - 7	730	2
3	202404010512	馬連	10 - 12	15410	36
0	202404010512	ワイド	10 - 12 7 - 10 7 - 12	3,920 24,830 13,950	37 78 70
1	202404010512	馬単	10 → 12	52120	92
2	202404010512	三連複	7 - 10 - 12	479020	300
3	202404010512	三連単	10 → 12 → 7	2562400	1641
0	202408020704	単勝	7	230	1
1	202408020704	複勝	7 6 12	130 190 930	1 3 12
2	202408020704	枠連	3 - 4	540	1
3	202408020704	馬連	6 - 7	700	2
0	202408020704	ワイド	6 - 7 7 - 12 6 - 12	370 2,130 3,580	2 25 40
1	202408020704	馬単	7 → 6	1120	2
2	202408020704	三連複	6 - 7 - 12	9520	28
3	202408020704	三連単	7 → 6 → 12	25100	64
0	202506010701	単勝	16	190	1
1	202506010701	複勝	16 1 5	110 760 150	1 8 2
2	202506010701	枠連	1 - 8	3690	9
3	202506010701	馬連	1 - 16	7550	17
0	202506010701	ワイド	1 - 16 5 - 16 1 - 5	1,820 220 3,040	17 1 26
1	202506010701	馬単	16 → 1	9840	23
2	202506010701	三連複	1 - 5 - 16	6450	16
3	202506010701	三連単	16 → 1 → 5	33540	90
0	202403020310	単勝	3	130	1
1	202403020310	複勝	3 2 7	100 330 170	1 6 4
2	202403020310	馬連	2 - 3	1620	6
0	202403020310	ワイド	2 - 3 3 - 7 2 - 7	530 240 1,820	8 3 17
1	202403020310	馬単	3 → 2	1830	8
2	202403020310	三連複	2 - 3 - 7	2910	13
3	202403020310	三連単	3 → 2 → 7	8540	33
0	202403030103	単勝	4	4090	10
1	202403030103	複勝	4 3 9	1,100 280 720	12 5 8
2	202403030103	枠連	2 - 2	15120	31
3	202403030103	馬連	3 - 4	13650	43
0	202403030103	ワイド	3 - 4 4 - 9 3 - 9	4,620 10,190 3,190	54 72 36
1	202403030103	馬単	4 → 3	32790	100
2	202403030103	三連複	3 - 4 - 9	103560	214
3	202403030103	三連単	4 → 3 → 9	647000	1208
0	202408020712	単勝	13	330	2
1	202408020712	複勝	13 5 8	170 180 620	2 3 8
2	202408020712	枠連	3 - 7	390	1
3	202408020712	馬連	5 - 13	970	3
0	202408020712	ワイド	5 - 13 8 - 13 5 - 8	420 1,890 2,000	3 18 19
1	202408020712	馬単	13 → 5	1710	5
2	202408020712	三連複	5 - 8 - 13	8650	23
3	202408020712	三連単	13 → 5 → 8	27680	68
0	202405050209	単勝	3	680	4
1	202405050209	複勝	3 6 8	150 120 110	4 3 1
2	202405050209	馬連	3 - 6	1080	5
0	202405050209	ワイド	3 - 6 3 - 8 6 - 8	290 340 190	4 6 2
1	202405050209	馬単	3 → 6	2460	12
2	202405050209	三連複	3 - 6 - 8	630	2
3	202405050209	三連単	3 → 6 → 8	6640	28
0	202408030501	単勝	2	580	3
1	202408030501	複勝	2 16 12	190 130 210	3 1 5
2	202408030501	枠連	1 - 8	740	3
3	202408030501	馬連	2 - 16	1310	4
0	202408030501	ワイド	2 - 16 2 - 12 12 - 16	500 670 380	4 8 1
1	202408030501	馬単	2 → 16	2910	9
2	202408030501	三連複	2 - 12 - 16	2510	4
3	202408030501	三連単	2 → 16 → 12	13060	23
0	202404010504	単勝	7	1200	7
1	202404010504	複勝	7 6 8	270 200 140	6 5 1
2	202404010504	枠連	4 - 4	3760	16
3	202404010504	馬連	6 - 7	3680	19
0	202404010504	ワイド	6 - 7 7 - 8 6 - 8	1,130 790 380	19 13 2
1	202404010504	馬単	7 → 6	7610	38
2	202404010504	三連複	6 - 7 - 8	3970	16
3	202404010504	三連単	7 → 6 → 8	41600	167
0	202403020306	単勝	2	480	2
1	202403020306	複勝	2 6 12	150 110 230	3 1 5
2	202403020306	枠連	2 - 5	350	1
3	202403020306	馬連	2 - 6	330	1
0	202403020306	ワイド	2 - 6 2 - 12 6 - 12	230 890 480	1 10 5
1	202403020306	馬単	2 → 6	1040	4
2	202403020306	三連複	2 - 6 - 12	1680	4
3	202403020306	三連単	2 → 6 → 12	9330	26
0	202407040105	単勝	7	450	3
1	202407040105	複勝	7 6 8	140 140 170	2 3 5
2	202407040105	馬連	6 - 7	890	4
0	202407040105	ワイド	6 - 7 7 - 8 6 - 8	330 440 390	5 8 6
1	202407040105	馬単	7 → 6	1720	8
2	202407040105	三連複	6 - 7 - 8	1000	5
3	202407040105	三連単	7 → 6 → 8	7370	41
0	202407040111	単勝	8	820	6
1	202407040111	複勝	8 7 1	260 150 350	6 1 7
2	202407040111	枠連	5 - 6	530	1
3	202407040111	馬連	7 - 8	1410	3
0	202407040111	ワイド	7 - 8 1 - 8 1 - 7	590 1,600 730	4 22 6
1	202407040111	馬単	8 → 7	3460	10
2	202407040111	三連複	1 - 7 - 8	3950	12
3	202407040111	三連単	8 → 7 → 1	25320	71
0	202403030101	単勝	8	890	4
1	202403030101	複勝	8 5 13	290 200 200	5 3 2
2	202403030101	枠連	3 - 5	1690	7
3	202403030101	馬連	5 - 8	3340	13
0	202403030101	ワイド	5 - 8 8 - 13 5 - 13	1,160 890 980	13 9 11
1	202403030101	馬単	8 → 5	6890	25
2	202403030101	三連複	5 - 8 - 13	7640	25
3	202403030101	三連単	8 → 5 → 13	46810	148
0	202403020312	単勝	4	520	3
1	202403020312	複勝	4 10 6	190 290 210	3 5 4
2	202403020312	枠連	2 - 5	1540	8
3	202403020312	馬連	4 - 10	3260	14
0	202403020312	ワイド	4 - 10 4 - 6 6 - 10	1,010 620 1,340	13 6 16
1	202403020312	馬単	4 → 10	5500	23
2	202403020312	三連複	4 - 6 - 10	6940	23
3	202403020312	三連単	4 → 10 → 6	44080	140
0	202506010703	単勝	10	380	1
1	202506010703	複勝	10 12 7	170 170 680	1 2 11
2	202506010703	枠連	5 - 6	610	1
3	202506010703	馬連	10 - 12	980	1
0	202506010703	ワイド	10 - 12 7 - 10 7 - 12	410 2,330 2,170	1 26 21
1	202506010703	馬単	10 → 12	1990	4
2	202506010703	三連複	7 - 10 - 12	9320	27
3	202506010703	三連単	10 → 12 → 7	40980	107
0	202408020706	単勝	8	290	2
1	202408020706	複勝	8 1 9	130 150 310	1 2 7
2	202408020706	枠連	1 - 7	310	1
3	202408020706	馬連	1 - 8	410	1
0	202408020706	ワイド	1 - 8 8 - 9 1 - 9	230 630 770	1 8 13
1	202408020706	馬単	8 → 1	800	1
2	202408020706	三連複	1 - 8 - 9	1760	5
3	202408020706	三連単	8 → 1 → 9	5220	8
0	202404010510	単勝	2	600	3
1	202404010510	複勝	2 6 12	160 110 140	3 1 2
2	202404010510	枠連	2 - 5	530	2
3	202404010510	馬連	2 - 6	500	1
0	202404010510	ワイド	2 - 6 2 - 12 6 - 12	220 420 260	1 5 2
1	202404010510	馬単	2 → 6	1200	4
2	202404010510	三連複	2 - 6 - 12	1010	2
3	202404010510	三連単	2 → 6 → 12	4830	6
0	202507010402	単勝	10	790	5
1	202507010402	複勝	10 5 14	340 2,170 1,360	4 13 12
2	202507010402	枠連	3 - 5	6670	21
3	202507010402	馬連	5 - 10	54010	72
0	202507010402	ワイド	5 - 10 10 - 14 5 - 14	11,980 4,130 46,760	74 44 108
1	202507010402	馬単	10 → 5	67970	122
2	202507010402	三連複	5 - 10 - 14	616330	402
3	202507010402	三連単	10 → 5 → 14	3364960	2241
0	202409020407	単勝	16	1820	8
1	202409020407	複勝	16 9 15	450 340 250	8 5 3
2	202409020407	枠連	5 - 8	1340	6
3	202409020407	馬連	9 - 16	16830	38
0	202409020407	ワイド	9 - 16 15 - 16 9 - 15	3,740 1,450 1,300	36 16 14
1	202409020407	馬単	16 → 9	29840	69
2	202409020407	三連複	9 - 15 - 16	25160	74
3	202409020407	三連単	16 → 9 → 15	212950	495
0	202405010611	単勝	8	660	4
1	202405010611	複勝	8 9 7	210 140 1,620	4 1 9
2	202405010611	枠連	7 - 8	920	3
3	202405010611	馬連	8 - 9	1050	3
0	202405010611	ワイド	8 - 9 7 - 8 7 - 9	430 9,150 3,950	3 38 27
1	202405010611	馬単	8 → 9	2300	8
2	202405010611	三連複	7 - 8 - 9	20370	46
3	202405010611	三連単	8 → 9 → 7	110030	262
0	202406040210	単勝	5	1240	7
1	202406040210	複勝	5 6 4	340 290 200	7 6 1
2	202406040210	枠連	5 - 6	7790	25
3	202406040210	馬連	5 - 6	7310	33
0	202406040210	ワイド	5 - 6 4 - 5 4 - 6	1,890 990 1,280	33 13 22
1	202406040210	馬単	5 → 6	13910	66
2	202406040210	三連複	4 - 5 - 6	11770	57
3	202406040210	三連単	5 → 6 → 4	113520	475
0	202410020202	単勝	3	440	2
1	202410020202	複勝	3 5 12	170 150 280	2 1 7
2	202410020202	枠連	2 - 3	600	2
3	202410020202	馬連	3 - 5	830	1
0	202410020202	ワイド	3 - 5 3 - 12 5 - 12	350 690 800	1 7 10
1	202410020202	馬単	3 → 5	1840	2
2	202410020202	三連複	3 - 5 - 12	3100	6
3	202410020202	三連単	3 → 5 → 12	13560	22
0	202407020801	単勝	4	2000	6
1	202407020801	複勝	4 3 5	430 940 280	6 9 5
2	202407020801	枠連	3 - 4	14410	28
3	202407020801	馬連	3 - 4	20160	34
0	202407020801	ワイド	3 - 4 4 - 5 3 - 5	4,420 1,940 3,290	34 23 30
1	202407020801	馬単	4 → 3	50680	70
2	202407020801	三連複	3 - 4 - 5	50750	73
3	202407020801	三連単	4 → 3 → 5	451570	463
0	202406040204	単勝	15	130	1
1	202406040204	複勝	15 10 9	110 740 660	1 11 10
2	202406040204	枠連	5 - 8	1340	7
3	202406040204	馬連	10 - 15	3270	12
0	202406040204	ワイド	10 - 15 9 - 15 9 - 10	1,060 740 8,600	10 9 73
1	202406040204	馬単	15 → 10	4140	16
2	202406040204	三連複	9 - 10 - 15	17410	59
3	202406040204	三連単	15 → 10 → 9	51970	166
0	202405010605	単勝	6	190	1
1	202405010605	複勝	6 5 11	110 270 110	1 6 2
2	202405010605	枠連	3 - 3	2850	7
3	202405010605	馬連	5 - 6	2370	6
0	202405010605	ワイド	5 - 6 6 - 11 5 - 11	600 130 660	10 1 11
1	202405010605	馬単	6 → 5	2710	7
2	202405010605	三連複	5 - 6 - 11	860	4
3	202405010605	三連単	6 → 5 → 11	6310	18
0	202404020404	単勝	13	450	3
1	202404020404	複勝	13 4 7	160 110 2,910	4 1 13
2	202404020404	枠連	3 - 7	530	3
3	202404020404	馬連	4 - 13	580	3
0	202404020404	ワイド	4 - 13 7 - 13 4 - 7	280 10,030 5,590	2 49 35
1	202404020404	馬単	13 → 4	1360	5
2	202404020404	三連複	4 - 7 - 13	31860	58
3	202404020404	三連単	13 → 4 → 7	136920	258
0	202408010612	単勝	8	310	2
1	202408010612	複勝	8 1 4	130 130 240	2 1 5
2	202408010612	枠連	1 - 6	320	1
3	202408010612	馬連	1 - 8	350	1
0	202408010612	ワイド	1 - 8 4 - 8 1 - 4	220 510 620	1 5 9
1	202408010612	馬単	8 → 1	800	2
2	202408010612	三連複	1 - 4 - 8	1430	3
3	202408010612	三連単	8 → 1 → 4	5720	11
0	202406030708	単勝	3	230	1
1	202406030708	複勝	3 10 4	130 340 250	1 7 4
2	202406030708	枠連	3 - 7	550	2
3	202406030708	馬連	3 - 10	1850	6
0	202406030708	ワイド	3 - 10 3 - 4 4 - 10	780 500 1,990	7 3 23
1	202406030708	馬単	3 → 10	2860	9
2	202406030708	三連複	3 - 4 - 10	4410	13
3	202406030708	三連単	3 → 10 → 4	18680	51
0	202403010206	単勝	2	330	2
1	202403010206	複勝	2 7 4	140 140 1,490	1 2 13
2	202403010206	枠連	1 - 4	270	1
3	202403010206	馬連	2 - 7	310	1
0	202403010206	ワイド	2 - 7 2 - 4 4 - 7	190 5,000 3,300	1 41 34
1	202403010206	馬単	2 → 7	700	2
2	202403010206	三連複	2 - 4 - 7	8840	24
3	202403010206	三連単	2 → 7 → 4	27960	75
0	202403010212	単勝	4	370	2
1	202403010212	複勝	4 3 5	190 320 560	2 6 7
2	202403010212	枠連	3 - 3	2770	13
3	202403010212	馬連	3 - 4	2820	11
0	202403010212	ワイド	3 - 4 4 - 5 3 - 5	970 1,550 2,820	11 17 32
1	202403010212	馬単	4 → 3	3810	15
2	202403010212	三連複	3 - 4 - 5	16350	52
3	202403010212	三連単	4 → 3 → 5	52720	168
0	202404020410	単勝	8	350	2
1	202404020410	複勝	8 15 11	160 240 550	1 4 7
2	202404020410	枠連	4 - 7	520	3
3	202404020410	馬連	8 - 15	1490	6
0	202404020410	ワイド	8 - 15 8 - 11 11 - 15	620 1,740 3,230	6 14 32
1	202404020410	馬単	8 → 15	2510	10
2	202404020410	三連複	8 - 11 - 15	13690	41
3	202404020410	三連単	8 → 15 → 11	43380	110
0	202404030603	単勝	6	1790	6
1	202404030603	複勝	6 2 7	350 160 190	6 2 4
2	202404030603	枠連	2 - 6	1200	6
3	202404030603	馬連	2 - 6	3440	14
0	202404030603	ワイド	2 - 6 6 - 7 2 - 7	870 1,230 670	11 14 7
1	202404030603	馬単	6 → 2	7300	28
2	202404030603	三連複	2 - 6 - 7	6100	21
3	202404030603	三連単	6 → 2 → 7	60420	205
0	202408010606	単勝	1	2060	7
1	202408010606	複勝	1 7 2	260 210 120	7 4 1
2	202408010606	枠連	1 - 7	6730	19
3	202408010606	馬連	1 - 7	8060	25
0	202408010606	ワイド	1 - 7 1 - 2 2 - 7	1,840 690 390	24 6 4
1	202408010606	馬単	1 → 7	19560	52
2	202408010606	三連複	1 - 2 - 7	4550	18
3	202408010606	三連単	1 → 7 → 2	56810	194
0	202405020711	単勝	15	370	1
1	202405020711	複勝	15 4 11	160 170 470	1 2 8
2	202405020711	枠連	3 - 8	890	3
3	202405020711	馬連	4 - 15	840	1
0	202405020711	ワイド	4 - 15 11 - 15 4 - 11	370 1,490 1,850	1 17 21
1	202405020711	馬単	15 → 4	1790	3
2	202405020711	三連複	4 - 11 - 15	6450	20
3	202405020711	三連単	15 → 4 → 11	23210	66
0	202405030502	単勝	7	790	4
1	202405030502	複勝	7 5 2	250 170 890	3 2 10
2	202405030502	枠連	3 - 4	770	2
3	202405030502	馬連	5 - 7	970	2
